Date	Ticker	Action	Value
2021-08-25	1709	XD	1.2
2021-08-25	1726	XD	3.5
2021-08-25	1776	XD	1.000166
2021-08-25	2033	XD	0.3
2021-08-25	2038	XD	0.5
2021-08-25	2103	XD	0.36
2021-08-25	2412	XD	4.306
2021-08-25	2439	XD	5.068069
2021-08-25	2495	XD	0.3
2021-08-25	2547	XD	0.62
2021-08-25	3413	XD	6.983033
2021-08-25	5243	XD	1.7
2021-08-25	6108	XD	0.5
2021-08-25	6183	XD	1.81
2021-08-25	6715	XD	2.5
2021-08-25	9927	XD	1
2021-08-25	2065	XR	98.03587056
2021-08-25	2065	XD	0.98035872
2021-08-25	3093	XD	4.2
2021-08-25	3489	XD	0.3
2021-08-25	4506	XD	3.0
2021-08-25	4527	XD	2.0
2021-08-25	4744	XD	1.2
2021-08-25	5013	XD	0.5
2021-08-25	5425	XD	1.5
2021-08-25	5452	XD	0.6
2021-08-25	5514	XD	0.5
2021-08-25	6245	XD	3.3282782
2021-08-25	6279	XD	4.0
2021-08-25	6418	XD	0.2
2021-08-25	6683	XD	5.5
2021-08-25	8043	XD	0.2019613
2021-08-25	8147	XD	0.49836755
2021-08-25	8358	XD	2.0
2021-08-25	8410	XD	2.5
2021-08-25	8431	XD	0.8
