Date	Ticker	Action	Value
2020-07-21	0050	XD	0.7
2020-07-21	006203	XD	0.28
2020-07-21	006208	XD	0.481
2020-07-21	00692	XD	0.231
2020-07-21	00717	XD	0.167
2020-07-21	1201	XD	1.3339
2020-07-21	1626	XD	0.8
2020-07-21	1626	XR	20
2020-07-21	1809	XD	0.2
2020-07-21	2013	XD	0.81
2020-07-21	2206	XD	1.010088
2020-07-21	2427	XD	0.35
2020-07-21	3257	XD	2.43169
2020-07-21	3257	XR	48.6
2020-07-21	3605	XD	0.75
2020-07-21	4720	XD	0.299295
2020-07-21	5515	XD	0.519421
2020-07-21	6415	XD	7.475263
2020-07-21	6671	XD	3
2020-07-21	9902	XD	0.4
2020-07-21	00694B	XD	0.175
2020-07-21	00695B	XD	0.168
2020-07-21	00696B	XD	0.18
2020-07-21	00740B	XD	0.392
2020-07-21	00741B	XD	0.438
2020-07-21	00746B	XD	0.415
2020-07-21	00784B	XD	0.359
2020-07-21	00785B	XD	0.356
2020-07-21	00789B	XD	0.52
2020-07-21	00790B	XD	0.5
2020-07-21	00791B	XD	0.621
2020-07-21	00833B	XD	0.165
2020-07-21	00834B	XD	0.38
2020-07-21	3178	XD	0.7
2020-07-21	3260	XD	1.41080636
2020-07-21	3466	XD	0.5
2020-07-21	3526	XD	5.34794274
2020-07-21	3548	XD	2.5
2020-07-21	4549	XD	4.0
2020-07-21	4554	XD	0.1
2020-07-21	5291	XD	1.20694049
2020-07-21	5410	XD	1.5
2020-07-21	6411	XD	4.7985
2020-07-21	6486	XD	6.0
2020-07-21	6640	XD	3.0
2020-07-21	8044	XD	0.7
2020-07-21	8937	XD	0.19
