Date	Ticker	Action	Value
2021-07-26	1227	XD	2.5
2021-07-26	2382	XD	5.2
2021-07-26	2504	XD	1.5
2021-07-26	2881	XD	3
2021-07-26	2881A	XD	2.460000
2021-07-26	2881B	XD	2.160000
2021-07-26	2882	XD	2.5
2021-07-26	2882A	XD	2.280000
2021-07-26	2882B	XD	2.130000
2021-07-26	2897	XD	0.2
2021-07-26	2897A	XD	0.425000
2021-07-26	3033	XD	1.333412
2021-07-26	3673	XD	1
2021-07-26	4737	XD	2.062376
2021-07-26	6128	XD	1
2021-07-26	6579	XD	3
2021-07-26	9945	XD	1
2021-07-26	6225	RS	344.07308000
2021-07-26	3118	XD	1.6
2021-07-26	4767	XD	1.2
2021-07-26	5465	XD	1.15
2021-07-26	6494	XD	3.5
2021-07-26	6514	XD	3.5
2021-07-26	6556	XD	2.0
2021-07-26	6667	XD	1.65999999
2021-07-26	8069	XD	2.68569507
