Date	Ticker	Action	Value
2022-07-14	1312	XD	2
2022-07-14	1312A	XD	2.600000
2022-07-14	1338	XD	2.5
2022-07-14	1440	XD	0.8
2022-07-14	1454	XD	0.5
2022-07-14	1522	XD	0.5
2022-07-14	1522A	XD	0.789041
2022-07-14	1532	XD	2.11
2022-07-14	1560	XD	2.796693
2022-07-14	1905	XD	0.405867
2022-07-14	2009	XD	1
2022-07-14	2017	XD	0.6
2022-07-14	2017	XR	60
2022-07-14	2029	XD	2.55
2022-07-14	2356	XD	1.4
2022-07-14	2401	XD	2
2022-07-14	2453	XD	1.9
2022-07-14	2462	XD	0.6
2022-07-14	2501	XD	0.6
2022-07-14	2617	XD	2
2022-07-14	2891	XD	1.25
2022-07-14	2891B	XD	2.250000
2022-07-14	2891C	XD	1.920000
2022-07-14	2903	XD	0.9
2022-07-14	3014	XD	9
2022-07-14	3022	XD	3
2022-07-14	3024	XD	0.3
2022-07-14	3032	XD	2
2022-07-14	3035	XD	3.3
2022-07-14	3044	XD	7
2022-07-14	3130	XD	11.160835
2022-07-14	3376	XD	5
2022-07-14	3515	XD	13
2022-07-14	3530	XD	3.499274
2022-07-14	3653	XD	5.997191
2022-07-14	3665	XD	9.449601
2022-07-14	4572	XD	5
2022-07-14	4904	XD	3.25
2022-07-14	4977	XD	3.219592
2022-07-14	6005	XD	1.65
2022-07-14	6257	XD	4.129839
2022-07-14	6278	XD	6
2022-07-14	6715	XD	1.8
2022-07-14	6789	XD	1.864602
2022-07-14	8016	XD	32
2022-07-14	8112	XD	4
2022-07-14	8249	XD	1.2885
2022-07-14	8367	XD	2.8
2022-07-14	9930	XD	2.5
2022-07-14	3390	XD	0.38
2022-07-14	3548	XD	2.0
2022-07-14	3597	XD	1.7
2022-07-14	3615	XD	0.368306
2022-07-14	4558	XD	3.0
2022-07-14	5220	XD	2.2
2022-07-14	5356	XD	1.3
2022-07-14	5465	XD	1.15
2022-07-14	6170	XD	1.6
2022-07-14	6223	XD	4.0
2022-07-14	6462	XD	10.0
2022-07-14	6532	XD	1.8
2022-07-14	6556	XD	3.2
2022-07-14	6609	XD	1.5
2022-07-14	6629	XD	1.0
2022-07-14	6697	XD	2.0
2022-07-14	6761	XD	5.8
2022-07-14	8050	XD	2.16454935
2022-07-14	8089	XD	0.99167095
2022-07-14	8941	XD	3.0
