Date	Ticker	Action	Value
2020-11-17	006208	XD	1.139
2020-11-17	00692	XD	0.608
2020-11-17	00878	XD	0.05
2020-11-17	8411	XD	0.17
2020-11-17	00679B	XD	0.2
2020-11-17	00754B	XD	0.332
2020-11-17	00755B	XD	0.334
2020-11-17	00756B	XD	0.406
2020-11-17	00772B	XD	0.121
2020-11-17	00773B	XD	0.123
2020-11-17	00780B	XD	0.19
2020-11-17	00786B	XD	0.345
2020-11-17	00794B	XD	0.35
2020-11-17	00795B	XD	0.228
2020-11-17	00799B	XD	0.31
2020-11-17	00839B	XD	0.352
2020-11-17	00840B	XD	0.285
2020-11-17	00841B	XD	0.272
2020-11-17	00845B	XD	0.355
2020-11-17	00846B	XD	0.321
2020-11-17	00847B	XD	0.302
2020-11-17	00860B	XD	0.156
2020-11-17	00871B	XD	0.56
