Date	Ticker	Action	Value
2020-08-18	2505	XD	1.65
2020-08-18	6706	XD	3.974217
2020-08-18	9910	XD	4
2020-08-18	9910	XR	200
2020-08-18	00679B	XD	0.17
2020-08-18	00718B	XD	0.321
2020-08-18	00721B	XD	0.67
2020-08-18	00754B	XD	0.377
2020-08-18	00755B	XD	0.377
2020-08-18	00756B	XD	0.458
2020-08-18	00772B	XD	0.1
2020-08-18	00773B	XD	0.107
2020-08-18	00780B	XD	0.17
2020-08-18	00786B	XD	0.36
2020-08-18	00794B	XD	0.37
2020-08-18	00795B	XD	0.146
2020-08-18	00796B	XD	0.653
2020-08-18	00799B	XD	0.29
2020-08-18	00845B	XD	0.352
2020-08-18	00846B	XD	0.33
2020-08-18	00847B	XD	0.239
2020-08-18	00855B	XD	0.172
2020-08-18	00860B	XD	0.197
2020-08-18	3141	XR	25.03226972
2020-08-18	3141	XD	0.40051631
2020-08-18	6158	XD	0.3
