Date	Ticker	Action	Value
2021-09-14	1110	XD	0.1
2021-09-14	1527	XD	2.35
2021-09-14	1535	XD	1.35
2021-09-14	2009	XD	0.8
2021-09-14	2431	XD	0.25
2021-09-14	3055	XD	0.199791
2021-09-14	3550	XD	0.5
2021-09-14	4106	XD	0.55
2021-09-14	4142	XD	0.5
2021-09-14	5007	XD	2
2021-09-14	8104	XD	2.994759
2021-09-14	910861	XD	0.03523
2021-09-14	1259	XD	2.9891631
2021-09-14	2755	XD	2.0
2021-09-14	4105	XD	4.0
2021-09-14	4120	XD	1.5
2021-09-14	8048	XR	29.99999735
2021-09-14	8048	XD	2.0
2021-09-14	8099	XD	1.35
2021-09-14	8289	XD	0.12
2021-09-14	9960	XD	1.0
