Date	Ticker	Action	Value
2021-08-31	1315	XD	2
2021-08-31	1339	XD	2
2021-08-31	1409	XD	1.1
2021-08-31	1525	XD	2.2
2021-08-31	1734	XD	0.2
2021-08-31	2002	XD	0.3
2021-08-31	2002A	XD	1.400000
2021-08-31	2363	XD	0.8
2021-08-31	2363	XR	80
2021-08-31	2474	XD	12
2021-08-31	2597	XR	370
2021-08-31	2801	XD	0.36
2021-08-31	2801	XR	10
2021-08-31	2812	XD	0.24
2021-08-31	2812	XR	45
2021-08-31	2884	XD	0.61
2021-08-31	2884	XR	61.1
2021-08-31	3002	XD	0.102
2021-08-31	3653	XD	6.000834
2021-08-31	4581	XD	2
2021-08-31	8103	XD	1.4
2021-08-31	9958	XD	2.983279
2021-08-31	1240	XR	50.0
2021-08-31	1240	XD	2.0
2021-08-31	1580	XD	6.79
2021-08-31	3206	XD	2.0
2021-08-31	3272	XD	1.8
2021-08-31	3374	XD	2.5
2021-08-31	3492	XD	0.28
2021-08-31	3527	XD	2.0
2021-08-31	3558	XD	4.0
2021-08-31	3672	XD	0.25
2021-08-31	4107	XD	4.0
2021-08-31	6207	XD	1.5
2021-08-31	8424	XD	4.0
