Date	Ticker	Action	Value
2020-08-05	2471	XD	1.424556
2020-08-05	2888	XD	0.388124
2020-08-05	2888A	XD	0.449753
2020-08-05	2905	XD	1
2020-08-05	2905	XR	100
2020-08-05	2912	XD	9
2020-08-05	3058	XD	0.101915
2020-08-05	3062	XD	0.15
2020-08-05	3164	XD	0.809889
2020-08-05	4564	XD	2.2
2020-08-05	4576	XD	0.04
2020-08-05	4576	XR	6
2020-08-05	8466	XD	4.1
2020-08-05	3541	XR	50.44802101
2020-08-05	3541	XD	5.04480077
2020-08-05	5299	XD	5.5
2020-08-05	5903	XD	6.5
2020-08-05	6569	XR	250.00002272
2020-08-05	6569	XD	6.0
