Date	Ticker	Action	Value
2022-08-24	1466	XD	1
2022-08-24	1527	XD	2.4
2022-08-24	1709	XD	1.7
2022-08-24	1726	XD	3.5
2022-08-24	2363	XD	0.8
2022-08-24	2363	XR	100
2022-08-24	2428	XD	6.3
2022-08-24	2702	XD	1
2022-08-24	2702	XR	350
2022-08-24	2887	XD	0.605
2022-08-24	2887	XR	49.5
2022-08-24	3591	XD	0.278141
2022-08-24	3591	XR	51.7
2022-08-24	4956	XD	0.4
2022-08-24	6409	XD	23.553022
2022-08-24	9105	XD	0.01629
2022-08-24	2066	XD	2.0
2022-08-24	3226	XD	2.5
2022-08-24	4549	XR	109.99998671
2022-08-24	5452	XD	0.8
2022-08-24	6261	XD	5.0
2022-08-24	6728	XD	9.0
2022-08-24	6823	XR	56.83490931
2022-08-24	6823	XD	2.02511085
2022-08-24	8410	XD	0.6
