Date	Ticker	Action	Value
2021-11-16	006208	XD	1.641
2021-11-16	00692	XD	1.798
2021-11-16	00878	XD	0.28
2021-11-16	00891	XD	0.3
2021-11-16	00892	XD	0.58
2021-11-16	00894	XD	0.06
2021-11-16	00679B	XD	0.22
2021-11-16	00754B	XD	0.308
2021-11-16	00755B	XD	0.328
2021-11-16	00756B	XD	0.413
2021-11-16	00772B	XD	0.123
2021-11-16	00773B	XD	0.116
2021-11-16	00780B	XD	0.23
2021-11-16	00786B	XD	0.335
2021-11-16	00794B	XD	0.342
2021-11-16	00795B	XD	0.238
2021-11-16	00799B	XD	0.3
2021-11-16	00840B	XD	0.28
2021-11-16	00841B	XD	0.12
2021-11-16	00845B	XD	0.318
2021-11-16	00846B	XD	0.348
2021-11-16	00847B	XD	0.263
2021-11-16	00860B	XD	0.126
2021-11-16	00889B	XD	0.75
2021-11-16	00890B	XD	0.11
