Date	Ticker	Action	Value
2021-06-17	2330	XD	2.5
2021-06-17	4961	XD	2.500294
2021-06-17	5522	XD	3.5
2021-06-17	9911	XD	3.2
2021-06-17	00697B	XD	0.15
2021-06-17	00751B	XD	0.36
2021-06-17	00764B	XD	0.211
2021-06-17	00765B	XD	0.318
2021-06-17	00772B	XD	0.125
2021-06-17	00773B	XD	0.12
2021-06-17	00777B	XD	0.293
2021-06-17	00778B	XD	0.3
2021-06-17	00779B	XD	0.24
2021-06-17	00781B	XD	0.32
2021-06-17	00787B	XD	0.32
2021-06-17	00792B	XD	0.336
2021-06-17	00793B	XD	0.304
2021-06-17	00859B	XD	0.089
2021-06-17	00862B	XD	0.203
2021-06-17	00863B	XD	0.343
2021-06-17	00872B	XD	0.12
2021-06-17	00883B	XD	0.383
