Date	Ticker	Action	Value
2020-07-02	1301	XD	4.4
2020-07-02	1909	XD	0.3
2020-07-02	2024	XD	0.35
2020-07-02	2308	XD	5
2020-07-02	2344	XD	0.1
2020-07-02	2353	XD	0.776841
2020-07-02	2408	XD	1.497289
2020-07-02	2412	XD	4.226
2020-07-02	2415	XD	0.5
2020-07-02	2451	XD	4.5
2020-07-02	2464	XD	2.5
2020-07-02	2887E	XD	2.375000
2020-07-02	3010	XD	3.3
2020-07-02	3035	XD	1.1
2020-07-02	3305	XD	1.005005
2020-07-02	4148	XD	1
2020-07-02	4545	XD	0.35
2020-07-02	4916	XD	2
2020-07-02	5007	XD	2
2020-07-02	6184	XD	3
2020-07-02	6698	XD	1.6
2020-07-02	8422	XD	10
2020-07-02	9934	XD	0.6
2020-07-02	1570	XD	0.8
2020-07-02	2732	XD	8.45019484
2020-07-02	3294	XD	0.3
2020-07-02	3325	XD	0.7
2020-07-02	3479	XD	4.0
2020-07-02	3499	XD	0.45
2020-07-02	3684	XD	2.14956184
2020-07-02	4974	XD	3.3
2020-07-02	4987	XD	3.2
2020-07-02	5016	XD	1.3
2020-07-02	5353	XD	1.35
2020-07-02	5474	XD	4.58135939
2020-07-02	5520	XD	1.85
2020-07-02	6126	XD	0.7
2020-07-02	6146	XD	6.0
2020-07-02	6418	XD	0.5
2020-07-02	6578	XD	0.5
2020-07-02	8048	XD	2.5
2020-07-02	8083	XD	9.0
2020-07-02	8111	XD	0.45824914
2020-07-02	8279	XD	3.0
