Date	Ticker	Action	Value
2022-11-16	0051	XD	2.4
2022-11-16	0053	XD	1.71
2022-11-16	0055	XD	0.87
2022-11-16	006208	XD	1.03
2022-11-16	00692	XD	0.55
2022-11-16	00771	XD	0.19
2022-11-16	00850	XD	1.48
2022-11-16	00878	XD	0.28
2022-11-16	00891	XD	0.1
2022-11-16	00892	XD	0.35
2022-11-16	00894	XD	0.1
2022-11-16	00900	XD	0.15
2022-11-16	00901	XD	0.543
2022-11-16	006201	XD	0.62
2022-11-16	00679B	XD	0.33
2022-11-16	00754B	XD	0.414
2022-11-16	00755B	XD	0.44
2022-11-16	00756B	XD	0.464
2022-11-16	00772B	XD	0.16
2022-11-16	00773B	XD	0.174
2022-11-16	00780B	XD	0.53
2022-11-16	00786B	XD	0.5
2022-11-16	00794B	XD	0.618
2022-11-16	00795B	XD	0.338
2022-11-16	00799B	XD	0.46
2022-11-16	00840B	XD	0.31
2022-11-16	00841B	XD	0.25
2022-11-16	00845B	XD	0.359
2022-11-16	00846B	XD	0.285
2022-11-16	00847B	XD	0.289
2022-11-16	00860B	XD	0.405
2022-11-16	00890B	XD	0.46
