Date	Ticker	Action	Value
2022-07-04	1231	XD	1.5
2022-07-04	1231	XR	110
2022-07-04	1452	XD	2
2022-07-04	2317	XD	5.2
2022-07-04	2327	XD	10.102813
2022-07-04	2354	XD	1.7
2022-07-04	2409	XD	1
2022-07-04	2417	XD	0.146103
2022-07-04	2451	XD	6
2022-07-04	2464	XD	2.2
2022-07-04	2820	XD	0.9
2022-07-04	2882	XD	3.5
2022-07-04	2882A	XD	2.280000
2022-07-04	2882B	XD	2.130000
2022-07-04	3090	XD	4
2022-07-04	3592	XD	45
2022-07-04	3596	XD	6.709021
2022-07-04	4532	XD	0.699859
2022-07-04	4906	XD	1.53929
2022-07-04	4968	XD	3.5
2022-07-04	5007	XD	3
2022-07-04	5234	XD	5.3
2022-07-04	6136	XD	1.25
2022-07-04	6271	XD	9.000378
2022-07-04	6281	XD	5
2022-07-04	6790	XD	3
2022-07-04	8481	XD	6.5
2022-07-04	9931	XD	1.4
2022-07-04	9943	XD	0.5
2022-07-04	1595	XD	2.0
2022-07-04	3511	XD	1.0
2022-07-04	3540	XD	1.6
2022-07-04	4153	XD	0.37
2022-07-04	4541	XD	0.4
2022-07-04	5213	XD	0.88746
2022-07-04	5347	XD	4.5
2022-07-04	5474	XD	5.0
2022-07-04	5490	XD	1.25
2022-07-04	5820	XD	0.7
2022-07-04	6242	XR	50.0
2022-07-04	6242	XD	1.5
2022-07-04	6747	XD	8.68163214
2022-07-04	8024	XD	1.4
