Date	Ticker	Action	Value
2020-10-21	00714	XD	0.102
2020-10-21	00717	XD	0.168
2020-10-21	00730	XD	0.843
2020-10-21	00733	XD	0.358
2020-10-21	5522	XD	1
2020-10-21	00687B	XD	0.18
2020-10-21	00694B	XD	0.143
2020-10-21	00695B	XD	0.143
2020-10-21	00696B	XD	0.253
2020-10-21	00719B	XD	0.02
2020-10-21	00720B	XD	0.43
2020-10-21	00722B	XD	0.414
2020-10-21	00723B	XD	0.334
2020-10-21	00724B	XD	0.372
2020-10-21	00725B	XD	0.42
2020-10-21	00726B	XD	0.39
2020-10-21	00727B	XD	0.49
2020-10-21	00740B	XD	0.403
2020-10-21	00741B	XD	0.464
2020-10-21	00746B	XD	0.375
2020-10-21	00749B	XD	0.43
2020-10-21	00750B	XD	0.32
2020-10-21	00761B	XD	0.33
2020-10-21	00772B	XD	0.106
2020-10-21	00773B	XD	0.113
2020-10-21	00782B	XD	0.33
2020-10-21	00784B	XD	0.306
2020-10-21	00785B	XD	0.363
2020-10-21	00788B	XD	0.343
2020-10-21	00848B	XD	0.305
2020-10-21	00849B	XD	0.13
2020-10-21	00870B	XD	0.32
