Date	Ticker	Action	Value
2022-09-19	00713	XD	1.45
2022-09-19	00896	XD	0.24
2022-09-19	2540	XD	3.5
2022-09-19	2540	XR	650
2022-09-19	5306	XD	2.25
2022-09-19	2368	RS	900.00000000
2022-09-19	2368	RC	1.000000
2022-09-19	2603	RS	400.00000000
2022-09-19	2603	RC	6.000000
2022-09-19	6289	RS	500.00000000
2022-09-19	00764B	XD	0.237
2022-09-19	00765B	XD	0.61
2022-09-19	00772B	XD	0.15
2022-09-19	00773B	XD	0.156
2022-09-19	00777B	XD	0.35
2022-09-19	00778B	XD	0.395
2022-09-19	00779B	XD	0.2
2022-09-19	00781B	XD	0.4
2022-09-19	00792B	XD	0.365
2022-09-19	00793B	XD	0.41
2022-09-19	00836B	XD	0.344
2022-09-19	00856B	XD	0.293
2022-09-19	00857B	XD	0.249
2022-09-19	00859B	XD	0.12
2022-09-19	00862B	XD	0.364
2022-09-19	00863B	XD	0.349
2022-09-19	00883B	XD	0.297
2022-09-19	4716	XR	145.35531364
2022-09-19	4716	XD	0.48451768
2022-09-19	6574	XD	1.14
