Date	Ticker	Action	Value
2022-06-29	1752	XD	1.8
2022-06-29	1773	XD	3
2022-06-29	1773	XR	250
2022-06-29	2032	XD	1.18
2022-06-29	2308	XD	5.5
2022-06-29	2375	XD	2
2022-06-29	2603	XD	17.999996
2022-06-29	2889	XD	0.65
2022-06-29	3711	XD	6.995982
2022-06-29	5906	XD	1.7
2022-06-29	8046	XD	10
2022-06-29	8081	XD	16
2022-06-29	8150	XD	4.3
2022-06-29	1264	XD	12.0
2022-06-29	2064	XD	1.0
2022-06-29	3294	XD	0.25384568
2022-06-29	3541	XD	3.03326685
2022-06-29	6469	XD	2.57
2022-06-29	6569	XD	4.0
2022-06-29	8066	XD	1.0
