Date	Ticker	Action	Value
2022-07-07	1307	XD	0.5
2022-07-07	1341	XD	6
2022-07-07	1608	XD	1.5
2022-07-07	1614	XD	1.233023
2022-07-07	1789	XD	0.48
2022-07-07	1906	XD	0.6
2022-07-07	2236	XD	3
2022-07-07	2359	XD	0.9
2022-07-07	2395	XD	7.980396
2022-07-07	2458	XD	13.811657
2022-07-07	2467	XD	3
2022-07-07	2467	XR	30
2022-07-07	3019	XD	3.7
2022-07-07	3049	XD	0.35
2022-07-07	3305	XD	2.498242
2022-07-07	5525	XD	0.3
2022-07-07	5876	XD	1.8
2022-07-07	6115	XD	2.8
2022-07-07	6184	XD	3
2022-07-07	6754	XD	3.5
2022-07-07	6792	XD	5.5
2022-07-07	6796	XD	1.602892
2022-07-07	8163	XD	3
2022-07-07	910861	XD	0.241735
2022-07-07	2947	XD	3.8
2022-07-07	3105	XD	8.00067934
2022-07-07	3141	XD	4.00146342
2022-07-07	3303	XD	1.44999999
2022-07-07	3357	XD	7.0
2022-07-07	3516	XD	0.2
2022-07-07	3709	XD	1.6
2022-07-07	4577	XD	1.53083
2022-07-07	4711	XD	1.0
2022-07-07	4760	XD	4.57766721
2022-07-07	5015	XD	3.5
2022-07-07	5511	XD	2.0
2022-07-07	6180	XD	5.0
2022-07-07	6472	XD	3.5
2022-07-07	6510	XD	13.6
2022-07-07	6560	XR	250.0
2022-07-07	6560	XD	5.0
2022-07-07	8042	XD	1.0
