Date	Ticker	Action	Value
2022-03-16	00896	XD	0.015
2022-03-16	2330	XD	2.75
2022-03-16	2430	XD	3.54
2022-03-16	3029	XD	3.603432
2022-03-16	00697B	XD	0.18
2022-03-16	00751B	XD	0.37
2022-03-16	00764B	XD	0.208
2022-03-16	00765B	XD	0.618
2022-03-16	00772B	XD	0.124
2022-03-16	00773B	XD	0.118
2022-03-16	00777B	XD	0.294
2022-03-16	00778B	XD	0.378
2022-03-16	00779B	XD	0.22
2022-03-16	00781B	XD	0.32
2022-03-16	00787B	XD	0.38
2022-03-16	00792B	XD	0.325
2022-03-16	00793B	XD	0.363
2022-03-16	00836B	XD	0.325
2022-03-16	00856B	XD	0.089
2022-03-16	00857B	XD	0.206
2022-03-16	00859B	XD	0.09
2022-03-16	00862B	XD	0.249
2022-03-16	00863B	XD	0.28
2022-03-16	00883B	XD	0.275
2022-03-16	1259	XD	2.3
2022-03-16	5009	XD	1.4
