Date	Ticker	Action	Value
2021-08-12	1101	XD	3.368119
2021-08-12	1101B	XD	1.750000
2021-08-12	1451	XD	0.6
2021-08-12	1537	XD	10
2021-08-12	1583	XD	3
2021-08-12	1713	XD	0.66
2021-08-12	1809	XD	0.2
2021-08-12	2049	XD	2
2021-08-12	2419	XD	1
2021-08-12	2886	XD	1.58
2021-08-12	2890	XD	0.7
2021-08-12	3305	XD	1.364731
2021-08-12	4572	XD	5
2021-08-12	4916	XD	0.5
2021-08-12	5203	XD	2.262128
2021-08-12	5469	XD	2.2
2021-08-12	6136	XD	1.1
2021-08-12	6582	XD	10
2021-08-12	6670	XD	6.6
2021-08-12	8110	XD	0.2
2021-08-12	8114	XD	1.5
2021-08-12	1264	XR	100.0
2021-08-12	1264	XD	12.0
2021-08-12	3390	XD	0.2
2021-08-12	4953	XD	4.98387241
2021-08-12	5904	XD	18.7
2021-08-12	6187	XD	3.0
2021-08-12	6220	XD	1.00020922
2021-08-12	6270	XD	1.2
2021-08-12	8183	XD	0.8
2021-08-12	8928	XD	1.6
2021-08-12	8931	XD	1.4
