Date	Ticker	Action	Value
2020-08-26	1339	XD	2
2020-08-26	1453	XR	20
2020-08-26	1457	XD	0.5
2020-08-26	1526	XD	0.8
2020-08-26	2101	XD	0.35
2020-08-26	2441	XD	2.3
2020-08-26	2468	XD	0.5
2020-08-26	2812	XD	0.28
2020-08-26	2812	XR	52
2020-08-26	2901	XD	0.404258
2020-08-26	6216	XD	1.868528
2020-08-26	6464	XD	4.014724
2020-08-26	6464	XR	20.1
2020-08-26	6625	XD	0.099728
2020-08-26	6625	XR	49.9
2020-08-26	2640	XR	49.99999814
2020-08-26	2752	XR	30.0
2020-08-26	3426	XD	2.0
2020-08-26	3490	XD	0.5
2020-08-26	3663	XD	1.0
2020-08-26	4107	XD	4.0
2020-08-26	4430	XD	1.5
2020-08-26	4721	XD	2.44
2020-08-26	5905	XD	0.2
2020-08-26	6203	XD	2.5
2020-08-26	6227	XD	1.0
2020-08-26	6261	XD	3.0
2020-08-26	6276	XD	0.63512
