Date	Ticker	Action	Value
2021-07-28	1303	XD	2.4
2021-07-28	1560	XD	2.798338
2021-07-28	2850	XD	1.95
2021-07-28	2903	XD	1.1
2021-07-28	4164	XD	2.006608
2021-07-28	4551	XD	4
2021-07-28	5876	XD	1.7
2021-07-28	8072	XD	0.2
2021-07-28	2640	XD	3.9
2021-07-28	3310	XD	1.49894954
2021-07-28	3597	XD	1.2
2021-07-28	3689	XD	1.3
2021-07-28	5015	XD	1.9
2021-07-28	5213	XD	1.99559743
2021-07-28	5245	XD	1.0
2021-07-28	6173	XD	2.00934579
2021-07-28	6703	XD	7.25
2021-07-28	8054	XD	0.5
2021-07-28	8383	XD	2.5
2021-07-28	8420	XD	0.8
2021-07-28	8938	XD	2.7
