Date	Ticker	Action	Value
2021-10-19	006204	XD	5.3
2021-10-19	00714	XD	0.376
2021-10-19	00717	XD	0.135
2021-10-19	00730	XD	1.127
2021-10-19	00733	XD	2.09
2021-10-19	2420	XD	2.55
2021-10-19	00687B	XD	0.22
2021-10-19	00694B	XD	0.082
2021-10-19	00695B	XD	0.102
2021-10-19	00696B	XD	0.207
2021-10-19	00719B	XD	0.03
2021-10-19	00720B	XD	0.41
2021-10-19	00722B	XD	0.391
2021-10-19	00723B	XD	0.319
2021-10-19	00724B	XD	0.364
2021-10-19	00725B	XD	0.39
2021-10-19	00726B	XD	0.37
2021-10-19	00727B	XD	0.44
2021-10-19	00740B	XD	0.391
2021-10-19	00741B	XD	0.409
2021-10-19	00746B	XD	0.325
2021-10-19	00749B	XD	0.41
2021-10-19	00750B	XD	0.33
2021-10-19	00761B	XD	0.33
2021-10-19	00772B	XD	0.124
2021-10-19	00773B	XD	0.109
2021-10-19	00782B	XD	0.32
2021-10-19	00784B	XD	0.281
2021-10-19	00785B	XD	0.372
2021-10-19	00788B	XD	0.33
2021-10-19	00848B	XD	0.338
2021-10-19	00849B	XD	0.28
2021-10-19	00870B	XD	0.38
2021-10-19	00884B	XD	0.337
2021-10-19	00888	XD	0.432
