Date	Ticker	Action	Value
2020-06-30	1437	XD	1.1
2020-06-30	1760	XD	1.8
2020-06-30	2450	XD	1.45
2020-06-30	3031	XD	0.8233
2020-06-30	3528	XD	2.5
2020-06-30	3669	XD	0.5
2020-06-30	4938	XD	4.500484
2020-06-30	6525	XD	3.5
2020-06-30	3211	XD	5.0
2020-06-30	3529	XD	7.0
2020-06-30	4741	XD	1.5
2020-06-30	5490	XD	1.5
2020-06-30	5601	XD	0.21
2020-06-30	6242	XD	2.0
2020-06-30	6457	XD	1.81545395
2020-06-30	6570	XR	109.99999852
2020-06-30	6570	XD	1.4
2020-06-30	6577	XD	5.0
2020-06-30	8086	XD	1.7
2020-06-30	8284	XD	3.0
2020-06-30	8358	XD	2.0
2020-06-30	8938	XD	2.3
