Date	Ticker	Action	Value
2022-08-30	1210	XR	50
2022-08-30	1229	XR	50
2022-08-30	1235	XD	1
2022-08-30	1235	XR	280
2022-08-30	1409	XD	1.4
2022-08-30	2023	XR	50
2022-08-30	2059	XD	10.88
2022-08-30	2328	XD	1
2022-08-30	2484	XD	1.5
2022-08-30	2506	XD	0.1
2022-08-30	2630	XR	74.9
2022-08-30	4104	XR	50
2022-08-30	6719	XD	7.494971
2022-08-30	8488	XD	0.3
2022-08-30	1268	XD	3.0
2022-08-30	3086	XR	150.0
2022-08-30	3086	XD	2.0
2022-08-30	3349	XR	39.99999377
2022-08-30	3349	XD	0.8
2022-08-30	4207	XR	84.99999556
2022-08-30	4707	XR	74.99999954
2022-08-30	4707	XD	0.15
2022-08-30	5206	XD	0.48
2022-08-30	6472	XR	100.4294344
2022-08-30	8071	XD	1.2
2022-08-30	8076	XR	70.00000128
2022-08-30	8076	XD	0.3
2022-08-30	8403	XR	49.9999965
2022-08-30	8403	XD	0.5
