Date	Ticker	Action	Value
2021-08-02	1231	XD	1.6
2021-08-02	1436	XD	2
2021-08-02	1605	XD	0.9
2021-08-02	1707	XD	6.4
2021-08-02	2327	XD	10.081314
2021-08-02	2357	XD	26
2021-08-02	2365	XD	0.304062
2021-08-02	2373	XD	6
2021-08-02	2851	XD	1.3
2021-08-02	3036	XD	3.202701
2021-08-02	3036A	XD	0.426229
2021-08-02	3338	XD	1.799098
2021-08-02	3501	XD	2.5
2021-08-02	3543	XD	1.2
2021-08-02	4545	XD	0.55
2021-08-02	5706	XD	0.3
2021-08-02	6271	XD	5.5
2021-08-02	9919	XD	3
2021-08-02	1784	XD	0.18471358
2021-08-02	1788	XD	6.770779
2021-08-02	3213	XD	4.5
2021-08-02	3221	XD	0.20027406
2021-08-02	3438	XD	1.5
2021-08-02	3684	XD	1.5
2021-08-02	4138	XD	3.5
2021-08-02	4173	XD	0.56023613
2021-08-02	4538	XD	0.8
2021-08-02	5299	XD	6.4967752
2021-08-02	6138	XD	5.20099318
2021-08-02	6161	XD	1.6
2021-08-02	6188	XD	1.0
2021-08-02	6411	XD	5.0271
2021-08-02	8416	XD	7.0
