Date	Ticker	Action	Value
2021-07-29	1470	XD	0.42
2021-07-29	1540	XD	0.5
2021-07-29	1720	XD	1.8
2021-07-29	2332	XD	0.3
2021-07-29	2402	XD	0.5
2021-07-29	2478	XD	3
2021-07-29	2606	XD	1.2
2021-07-29	2888	XD	0.400141
2021-07-29	2888A	XD	1.710000
2021-07-29	2888B	XD	0.600000
2021-07-29	3094	XD	0.8
2021-07-29	3406	XD	9.9907
2021-07-29	3532	XD	2.15
2021-07-29	4104	XD	3.5
2021-07-29	4137	XD	8.5
2021-07-29	4566	XD	1.187485
2021-07-29	4722	XD	2
2021-07-29	6112	XD	2.5
2021-07-29	6558	XD	0.3
2021-07-29	9931	XD	1.3
2021-07-29	3131	XD	11.0
2021-07-29	3265	XD	1.229384
2021-07-29	3323	XD	2.5
2021-07-29	3354	XD	0.3
2021-07-29	4207	XD	0.65
2021-07-29	4305	XD	1.8
2021-07-29	4971	XD	1.00004999
2021-07-29	4974	XD	3.5
2021-07-29	5306	XD	7.2
2021-07-29	6195	XD	3.93825315
2021-07-29	8155	XD	7.0
