Date	Ticker	Action	Value
2022-07-19	1220	XD	1
2022-07-19	1236	XD	0.5
2022-07-19	1465	XD	0.3
2022-07-19	1535	XD	2.6
2022-07-19	1615	XD	2
2022-07-19	2034	XD	1.497601
2022-07-19	2103	XD	2.4
2022-07-19	2392	XD	1.5
2022-07-19	2397	XD	3.6
2022-07-19	2491	XD	0.1
2022-07-19	2812	XD	0.25
2022-07-19	2812	XR	50
2022-07-19	2849	XD	0.73
2022-07-19	2897	XD	0.299891
2022-07-19	2897A	XD	0.425000
2022-07-19	3550	XD	0.3
2022-07-19	3702	XD	3.5
2022-07-19	3702A	XD	2.000000
2022-07-19	6189	XD	3.677625
2022-07-19	6525	XD	5.5
2022-07-19	8131	XD	2.5
2022-07-19	9919	XD	0.3
2022-07-19	00719B	XD	0.24
2022-07-19	00720B	XD	0.49
2022-07-19	00788B	XD	0.44
2022-07-19	00789B	XD	0.48
2022-07-19	00790B	XD	0.533
2022-07-19	00791B	XD	0.528
2022-07-19	00870B	XD	0.37
2022-07-19	1788	XD	7.0
2022-07-19	3147	XD	4.0
2022-07-19	3537	XD	3.5
2022-07-19	3564	XD	0.6
2022-07-19	4105	XD	3.0
2022-07-19	4561	XD	0.9
2022-07-19	4953	XD	4.5873986
2022-07-19	5439	XD	3.6
2022-07-19	5483	XD	4.5
2022-07-19	5523	XD	1.8
2022-07-19	6182	XD	1.35
2022-07-19	6727	XD	3.0
2022-07-19	8182	XD	3.0
2022-07-19	8472	XD	1.5
