Date	Ticker	Action	Value
2020-07-13	1414	XD	0.2
2020-07-13	1434	XD	2.5
2020-07-13	1598	XD	1.105891
2020-07-13	1710	XD	0.3
2020-07-13	2108	XD	2.1
2020-07-13	2316	XD	0.5
2020-07-13	2348	XD	4.329747
2020-07-13	2401	XD	0.3
2020-07-13	2449	XD	1.8
2020-07-13	2547	XD	0.608141
2020-07-13	2891	XD	1
2020-07-13	2891B	XD	2.250000
2020-07-13	2891C	XD	1.436054
2020-07-13	3013	XD	0.3
2020-07-13	3034	XD	10.5
2020-07-13	3050	XD	0.5
2020-07-13	3376	XD	3.999449
2020-07-13	4119	XD	5.8
2020-07-13	4571	XD	3.3
2020-07-13	4912	XD	2.52688
2020-07-13	5215	XD	3
2020-07-13	5538	XD	1.5
2020-07-13	6155	XD	1.04
2020-07-13	6192	XD	3.3
2020-07-13	6214	XD	5
2020-07-13	6533	XD	0.340122
2020-07-13	6592	XD	3.1
2020-07-13	6641	XD	4.567164
2020-07-13	6655	XD	2
2020-07-13	8104	XD	0.35
2020-07-13	8210	XD	4.6
2020-07-13	8222	XD	0.45
2020-07-13	9926	XD	1.7
2020-07-13	1788	XD	5.998998
2020-07-13	3071	XD	1.54562486
2020-07-13	3324	XD	5.04276825
2020-07-13	3354	XD	0.5001498
2020-07-13	3580	XD	1.74476081
2020-07-13	4183	XD	0.7
2020-07-13	4417	XD	2.0
2020-07-13	4735	XD	2.70208836
2020-07-13	5245	XD	0.43
2020-07-13	6182	XD	1.8
2020-07-13	6229	XD	0.53664717
2020-07-13	8349	XD	2.0
2020-07-13	8923	XD	0.85
