Date	Ticker	Action	Value
2021-04-20	0052	XD	1.032
2021-04-20	00714	XD	0.12
2021-04-20	00717	XD	0.162
2021-04-20	00687B	XD	0.24
2021-04-20	00694B	XD	0.115
2021-04-20	00695B	XD	0.123
2021-04-20	00696B	XD	0.272
2021-04-20	00719B	XD	0.02
2021-04-20	00720B	XD	0.42
2021-04-20	00722B	XD	0.406
2021-04-20	00723B	XD	0.337
2021-04-20	00724B	XD	0.384
2021-04-20	00725B	XD	0.36
2021-04-20	00726B	XD	0.39
2021-04-20	00727B	XD	0.46
2021-04-20	00740B	XD	0.443
2021-04-20	00741B	XD	0.447
2021-04-20	00746B	XD	0.388
2021-04-20	00749B	XD	0.414
2021-04-20	00750B	XD	0.341
2021-04-20	00761B	XD	0.35
2021-04-20	00772B	XD	0.13
2021-04-20	00773B	XD	0.139
2021-04-20	00782B	XD	0.34
2021-04-20	00784B	XD	0.292
2021-04-20	00785B	XD	0.385
2021-04-20	00788B	XD	0.35
2021-04-20	00848B	XD	0.411
2021-04-20	00849B	XD	0.276
2021-04-20	00870B	XD	0.35
