Date	Ticker	Action	Value
2020-07-06	1452	XD	1.2
2020-07-06	1560	XD	2.8
2020-07-06	1735	XD	0.65
2020-07-06	1904	XD	1.2
2020-07-06	2032	XD	0.35
2020-07-06	2417	XD	0.10158
2020-07-06	2433	XD	3.8
2020-07-06	2454	XD	10.500859
2020-07-06	2617	XD	0.8
2020-07-06	2637	XD	1.417713
2020-07-06	2637	XR	23.6
2020-07-06	2820	XD	0.72
2020-07-06	2883	XD	0.6
2020-07-06	2904	XD	1.65
2020-07-06	3024	XD	0.22
2020-07-06	3033	XD	0.577706
2020-07-06	3591	XD	0.102211
2020-07-06	4532	XD	0.500019
2020-07-06	4755	XD	2.5
2020-07-06	6213	XD	5
2020-07-06	6605	XD	1.5
2020-07-06	8039	XD	2.5
2020-07-06	910861	XD	0.121472
2020-07-06	1784	XD	0.12511486
2020-07-06	4939	XD	0.25
2020-07-06	5347	XD	3.2
2020-07-06	5536	XD	15.0
2020-07-06	5609	XD	1.36
2020-07-06	5704	XD	0.8
2020-07-06	6438	XD	1.5252951
2020-07-06	6472	XD	2.0
2020-07-06	6506	XD	1.1
2020-07-06	6667	XD	1.98567663
2020-07-06	8088	XD	2.08
2020-07-06	9962	XD	0.2
2020-07-06	3085	RS	262.8567
