Ticker,P/L,OpenRet,HighRet,LowRet,CloseRet,pnl
2478,profit,0.68%,8.16%,-0.14%,2.99%,964
3373,loss,-5.37%,-5.37%,-9.97%,-9.97%,-4638
total,50.0%,,,,-2.42%,-3674,151700.0
