Ticker,P/L,OpenRet,HighRet,LowRet,CloseRet,pnl
1905,profit,1.71%,9.87%,1.52%,9.87%,343
5009,profit,2.07%,6.91%,1.61%,3.46%,320
total,100.0%,,,,1.38%,663,48050.0
