Ticker,P/L,OpenRet,HighRet,LowRet,CloseRet,pnl
2303,loss,0.78%,1.71%,-2.33%,-0.47%,-338
2331,profit,0.88%,3.8%,-2.34%,-0.29%,198
6443,profit,1.8%,9.91%,0.6%,9.91%,453
total,66.67%,,,,0.38%,313,82600.0
