Ticker,P/L,OpenRet,HighRet,LowRet,CloseRet,pnl
1727,profit,3.68%,7.37%,-2.11%,2.74%,1464
2351,loss,-0.97%,1.61%,-3.87%,-1.29%,-4391
5351,profit,0.84%,7.95%,0.73%,4.81%,666
total,66.67%,,,,-0.9%,-2261,250300.0
