Ticker,P/L,OpenRet,HighRet,LowRet,CloseRet,pnl
3576,profit,-1.23%,7.82%,-1.65%,3.7%,127
6288,profit,-1.92%,6.34%,-2.95%,0.0%,448
total,100.0%,,,,1.25%,575,46050.0
