Ticker,P/L,OpenRet,HighRet,LowRet,CloseRet,pnl
2368,profit,-1.74%,5.72%,-7.46%,-7.21%,279
4142,profit,3.8%,7.6%,-8.19%,-5.85%,1093
total,100.0%,,,,2.53%,1372,54300.0
