Ticker,P/L,OpenRet,HighRet,LowRet,CloseRet,pnl
5328,profit,1.59%,5.16%,-4.76%,-1.59%,350
5425,loss,-0.62%,0.72%,-5.45%,-4.01%,-2958
total,50.0%,,,,-2.13%,-2608,122400.0
