Ticker,P/L,OpenRet,HighRet,LowRet,CloseRet,pnl
2314,profit,0.88%,9.82%,-6.49%,4.39%,762
2614,loss,-7.94%,-7.94%,-9.96%,-9.96%,-5881
4721,profit,0.67%,4.14%,-4.92%,-4.47%,1169
total,66.67%,,,,-1.83%,-3950,215700.0
