Ticker,P/L,OpenRet,HighRet,LowRet,CloseRet,pnl
1802,profit,1.91%,3.18%,-9.94%,-9.94%,517
1905,profit,1.85%,2.04%,-10.0%,-10.0%,340
2007,profit,1.06%,4.23%,-9.79%,-9.79%,238
2023,profit,0.72%,3.62%,-9.96%,-9.96%,385
5608,profit,-0.65%,2.75%,-9.93%,-9.93%,522
total,100.0%,,,,1.33%,2002,151000.0
