Ticker,P/L,OpenRet,HighRet,LowRet,CloseRet,pnl
2028,profit,0.48%,9.0%,-2.57%,-2.09%,829
2038,profit,1.25%,8.62%,-2.66%,-1.25%,821
2476,loss,0.0%,0.55%,-5.64%,-3.1%,-1359
2606,profit,2.71%,6.59%,-3.18%,-2.35%,1792
2617,profit,1.45%,4.84%,-4.84%,-3.87%,832
4967,profit,2.24%,5.04%,-4.06%,-3.36%,1174
3260,profit,1.81%,4.07%,-1.81%,-0.9%,1345
6237,profit,1.04%,3.82%,-5.56%,-4.51%,1647
total,87.5%,,,,1.1%,7081,644100.0
