Ticker,P/L,OpenRet,HighRet,LowRet,CloseRet,pnl
2406,loss,-1.83%,0.92%,-9.52%,-6.23%,-807
2486,loss,-0.36%,0.0%,-6.76%,-5.69%,-431
3027,loss,-0.98%,-0.98%,-9.84%,-9.84%,-745
3576,loss,-4.1%,-2.21%,-9.15%,-5.05%,-740
total,0.0%,,,,-3.3%,-2723,82600.0
