Ticker,P/L,OpenRet,HighRet,LowRet,CloseRet,pnl
1609,profit,3.7%,9.71%,3.08%,8.78%,1004
2031,profit,0.99%,3.68%,-1.7%,3.68%,980
2609,profit,2.08%,7.36%,-0.56%,4.17%,1072
3060,profit,1.92%,9.9%,1.92%,9.9%,413
total,100.0%,,,,1.68%,3469,206350.0
