Ticker,P/L,OpenRet,HighRet,LowRet,CloseRet,pnl
9958,profit,-0.41%,1.65%,-5.35%,1.65%,1281
1584,profit,-1.0%,6.75%,-5.5%,6.5%,232
total,100.0%,,,,1.07%,1513,141500.0
