Ticker,P/L,OpenRet,HighRet,LowRet,CloseRet,pnl
3037,loss,1.02%,1.02%,-7.9%,-7.39%,-1175
3406,profit,-0.34%,4.14%,-1.15%,4.14%,5918
total,50.0%,,,,1.0%,4743,474250.0
