Ticker,P/L,OpenRet,HighRet,LowRet,CloseRet,pnl
1904,loss,-0.31%,0.2%,-4.29%,-4.29%,-1482
3189,profit,1.19%,2.78%,-3.97%,-3.17%,1751
total,50.0%,,,,0.15%,269,175000.0
