Ticker,P/L,OpenRet,HighRet,LowRet,CloseRet,pnl
2009,profit,0.9%,8.27%,0.75%,1.65%,452
2103,loss,0.18%,1.1%,-4.21%,-2.2%,-807
3078,profit,-3.39%,2.42%,-4.35%,0.0%,832
total,66.67%,,,,0.39%,477,122550.0
