Ticker,P/L,OpenRet,HighRet,LowRet,CloseRet,pnl
2308,profit,0.95%,2.85%,-3.16%,-1.9%,4125
3346,profit,1.0%,3.0%,-5.2%,-2.4%,603
6016,profit,2.69%,4.49%,-1.8%,0.0%,349
total,100.0%,,,,1.33%,5077,382700.0
