Ticker,P/L,OpenRet,HighRet,LowRet,CloseRet,pnl
5608,profit,2.19%,5.78%,-1.79%,1.59%,800
3624,profit,1.6%,9.95%,1.24%,3.91%,766
8111,profit,2.66%,5.15%,-1.95%,2.13%,582
total,100.0%,,,,1.6%,2148,134650.0
