Ticker,P/L,OpenRet,HighRet,LowRet,CloseRet,pnl
2481,loss,0.81%,1.61%,-2.01%,-0.13%,-534
3042,profit,1.19%,5.93%,-1.98%,4.35%,1749
6182,loss,-0.78%,-0.47%,-3.88%,-2.64%,-1970
total,33.33%,,,,-0.28%,-755,265500.0
