Ticker,P/L,OpenRet,HighRet,LowRet,CloseRet,pnl
3663,profit,-0.76%,7.66%,-1.51%,4.85%,624
8289,profit,-1.45%,6.36%,-3.18%,-2.6%,444
total,100.0%,,,,1.32%,1068,80950.0
