Ticker,P/L,OpenRet,HighRet,LowRet,CloseRet,pnl
2038,profit,0.7%,1.75%,-6.99%,-4.55%,166
2601,profit,1.8%,8.11%,-0.9%,0.9%,134
4306,loss,-0.54%,-0.54%,-9.46%,-8.65%,-555
total,66.67%,,,,-0.58%,-255,43900.0
