Ticker,P/L,OpenRet,HighRet,LowRet,CloseRet,pnl
2014,profit,1.97%,5.9%,-5.34%,-0.84%,244
3443,profit,2.25%,4.01%,-7.38%,-6.51%,6623
total,100.0%,,,,1.65%,6867,417300.0
