交易日期,委託種類,交易別,商品代碼,委託單號,數量,進場價格,進場成本,出場價格,融資金額,擔保品,保證金,利息,借券費,進場手續費,出場手續費,交易稅,獲利,總交易成本,淨損益,總損益(自結),報酬率
2022-04-11,MarginTrading,Common,1569,IL350,1,28.1,12140,28.6,16000,0,0,3,0,40,41.0,85,500.0,169.0,332.0,331.0,2.73%
2022-04-11,MarginTrading,Common,1721,IL351,1,23.6,9633,22.9,14000,0,0,2,0,33,33.0,68,-700.0000000000028,136.0,-835.0,-836.0000000000028,-8.67%
2022-04-11,MarginTrading,Common,3558,IL345,1,193.0,78275,187.5,115000,0,0,20,0,275,267.0,562,-5500.0,1124.0,-6624.0,-6624.0,-8.46%
2022-04-11,MarginTrading,Common,4755,IL346,1,193.0,97275,196.0,96000,0,0,17,0,275,279.0,588,3000.0,1159.0,1841.0,1841.0,1.89%
2022-04-11,MarginTrading,Common,6118,IL354,1,32.15,13195,31.3,19000,0,0,3,0,45,45.0,93,-849.9999999999978,186.0,-1035.0,-1035.9999999999977,-7.84%
2022-04-11,MarginTrading,Common,6122,IL347,1,20.05,12078,19.3,8000,0,0,1,0,28,28.0,57,-750.0,114.0,-863.0,-864.0,-7.15%
2022-04-11,MarginTrading,Common,6231,IL348,1,111.0,45158,111.0,66000,0,0,11,0,158,158.0,333,0.0,660.0,-660.0,-660.0,-1.46%
2022-04-11,MarginTrading,Common,8071,IL353,1,20.65,12679,20.95,8000,0,0,1,0,29,30.0,62,300.0000000000007,122.0,179.0,178.00000000000068,1.41%
2022-04-11,MarginTrading,Common,8183,IL349,1,66.6,27694,67.7,39000,0,0,7,0,94,96.0,203,1100.0000000000086,400.0,700.0,700.0000000000086,2.53%
2022-04-12,MarginTrading,Common,8183,ID958,1,71.2,71301,73.2,0,0,0,0,0,101,104.0,219,2000.0,424.0,1518.0,1576.0,2.13%
合計,,,,,10,,759350,,381000,0,0,65,0,1078,1081.0,2270,-899.0,4494.0,-5447.0,-5393.0,-0.71%
