交易日期,委託種類,交易別,商品代碼,委託單號,數量,進場價格,進場成本,出場價格,融資金額,擔保品,保證金,利息,借券費,進場手續費,出場手續費,交易稅,獲利,總交易成本,淨損益,總損益(自結),報酬率
2022-04-13,MarginTrading,Common,1533,II378,1,67.8,27896,68.9,40000,0,0,21,0,96,98.0,206,1100.0000000000086,421.0,679.0,679.0000000000086,2.43%
2022-04-13,MarginTrading,Common,1569,II375,1,28.85,11891,29.3,17000,0,0,9,0,41,42.0,87,449.9999999999993,179.0,272.0,270.9999999999993,2.29%
2022-04-14,MarginTrading,Common,2613,IC186,2,40.25,80614,38.75,0,0,0,0,0,114,55.0,232,-3000.0,401.0,-3518.0,-3401.0,-4.36%
2022-04-13,Cash,Common,5309,II376,1,43.75,43812,43.0,0,0,0,0,0,62,61.0,129,-750.0,252.0,-1002.0,-1002.0,-2.29%
2022-04-13,MarginTrading,Common,6217,II372,1,60.6,30686,61.5,30000,0,0,16,0,86,88.0,184,899.9999999999986,374.0,527.0,525.9999999999986,1.72%
2022-04-13,MarginTrading,Common,6443,II381,1,44.9,18963,43.6,26000,0,0,14,0,63,62.0,130,-1299.9999999999973,269.0,-1569.0,-1568.9999999999973,-8.27%
2022-04-13,MarginTrading,Common,6477,II382,1,65.9,33993,64.0,32000,0,0,17,0,93,91.0,192,-1900.0000000000057,393.0,-2293.0,-2293.0000000000055,-6.75%
2022-04-13,MarginTrading,Common,6508,II380,1,52.1,32174,53.0,20000,0,0,10,0,74,76.0,159,899.9999999999986,319.0,582.0,580.9999999999986,1.81%
2022-04-13,Cash,Common,6598,II408,1,45.7,45765,46.7,0,0,0,0,0,65,67.0,140,1000.0,272.0,729.0,728.0,1.59%
2022-04-13,MarginTrading,Common,8183,II379,1,73.6,29704,75.0,44000,0,0,23,0,104,107.0,225,1400.0000000000057,459.0,942.0,941.0000000000057,3.17%
2022-04-13,MarginTrading,Common,9962,II377,1,23.2,10233,22.55,13000,0,0,7,0,33,32.0,67,-649.9999999999986,139.0,-789.0,-788.9999999999986,-7.71%
合計,,,,,12,,586900,,222000,0,0,117,0,831,779.0,1751,-1849.0,3478.0,-5440.0,-5327.0,-0.91%
