交易日期,委託種類,交易別,商品代碼,委託單號,數量,進場價格,進場成本,出場價格,融資金額,擔保品,保證金,利息,借券費,進場手續費,出場手續費,交易稅,獲利,總交易成本,淨損益,總損益(自結),報酬率
2022-03-31,MarginTrading,Common,1444,II186,1,11.15,5165,11.05,6000,0,0,1,0,15,16.0,33,-99.99999999999964,65.0,-164.0,-164.99999999999966,-3.18%
2022-03-31,MarginTrading,Common,1732,IE765,1,46.85,18916,49.75,28000,0,0,5,0,66,71.0,149,2899.9999999999986,291.0,2610.0,2608.9999999999986,13.8%
2022-03-31,MarginTrading,Common,2428,II187,1,149.0,60212,145.0,89000,0,0,15,0,212,207.0,435,-4000.0,869.0,-4868.0,-4869.0,-8.08%
2022-03-31,MarginTrading,Common,3483,II188,1,86.5,43623,88.1,43000,0,0,7,0,123,126.0,264,1599.9999999999943,520.0,1081.0,1079.9999999999943,2.48%
2022-03-31,MarginTrading,Common,3703,II189,1,26.4,11437,26.8,15000,0,0,3,0,37,38.0,80,400.00000000000216,158.0,242.0,242.00000000000216,2.12%
2022-03-31,Cash,Common,5309,II190,1,42.7,42760,43.5,0,0,0,0,0,60,62.0,130,799.9999999999972,252.0,549.0,547.9999999999972,1.28%
2022-03-31,MarginTrading,Common,6243,IH218,1,55.2,33278,56.2,22000,0,0,4,0,78,80.0,168,1000.0,330.0,670.0,670.0,2.01%
2022-03-31,MarginTrading,Common,9802,II191,1,123.5,49675,125.0,74000,0,0,13,0,175,178.0,375,1500.0,741.0,759.0,759.0,1.53%
2022-03-31,MarginTrading,Common,9919,II192,1,26.0,13037,26.4,13000,0,0,2,0,37,38.0,79,399.9999999999986,156.0,245.0,243.99999999999858,1.88%
合計,,,,,9,,567300,,290000,0,0,50,0,803,816.0,1713,4499.0,3382.0,1124.0,1117.0,0.2%
