交易日期,委託種類,交易別,商品代碼,委託單號,數量,進場價格,進場成本,出場價格,融資金額,擔保品,保證金,利息,借券費,進場手續費,出場手續費,交易稅,獲利,總交易成本,淨損益,總損益(自結),報酬率
2022-02-22,Cash,DayTrade,2028,IE090,1,41.75,41809,40.9,0,0,0,0,0,59,58.0,61,-850.0000000000014,178.0,-1028.0,-1028.0000000000014,-2.46%
2022-02-22,Cash,DayTrade,2030,IC227,1,32.8,32846,32.2,0,0,0,0,0,46,46.0,48,-599.9999999999943,140.0,-739.0,-739.9999999999943,-2.25%
2022-02-22,Cash,DayTrade,2030,ID984,1,32.35,32396,31.7,0,0,0,0,0,46,45.0,47,-650.0000000000022,138.0,-788.0,-788.0000000000022,-2.43%
2022-02-22,Cash,DayTrade,2038,IG638,1,33.75,33798,34.2,0,0,0,0,0,48,49.0,51,450.00000000000284,148.0,303.0,302.00000000000284,0.9%
2022-02-22,Cash,DayTrade,2069,IE051,1,35.3,35350,34.75,0,0,0,0,0,50,50.0,52,-549.9999999999972,152.0,-701.0,-701.9999999999972,-1.98%
2022-02-22,Cash,DayTrade,2607,IG860,1,34.8,34849,35.3,0,0,0,0,0,49,50.0,52,500.0,151.0,349.0,349.0,1.0%
2022-02-22,Cash,DayTrade,2611,IE478,1,21.2,21230,21.45,0,0,0,0,0,30,31.0,32,250.0,93.0,158.0,157.0,0.74%
2022-02-22,Cash,DayTrade,2613,IE505,1,28.0,28039,28.3,0,0,0,0,0,39,40.0,42,300.0000000000007,121.0,179.0,179.00000000000068,0.64%
2022-02-22,Cash,DayTrade,2743,IJ414,1,34.0,34048,33.3,0,0,0,0,0,48,47.0,49,-700.0000000000028,144.0,-844.0,-844.0000000000028,-2.48%
2022-02-22,Cash,DayTrade,3092,IC179,1,67.0,67095,65.7,0,0,0,0,0,95,94.0,98,-1299.9999999999973,287.0,-1586.0,-1586.9999999999973,-2.36%
2022-02-22,Cash,DayTrade,3092,IE801,1,63.5,63590,64.3,0,0,0,0,0,90,92.0,96,799.9999999999972,278.0,523.0,521.9999999999972,0.82%
2022-02-22,Cash,DayTrade,4157,IC678,1,17.4,17424,17.55,0,0,0,0,0,24,25.0,26,150.00000000000213,75.0,75.0,75.00000000000213,0.43%
2022-02-22,Cash,DayTrade,4157,IL194,1,16.85,16874,16.85,0,0,0,0,0,24,24.0,25,0.0,73.0,-73.0,-73.0,-0.43%
2022-02-22,Cash,DayTrade,4804,IF521,1,8.85,8862,8.5,0,0,0,0,0,12,12.0,12,-349.99999999999966,36.0,-386.0,-385.99999999999966,-4.36%
2022-02-22,Cash,DayTrade,6134,IE881,1,29.7,29742,29.15,0,0,0,0,0,42,42.0,43,-550.0000000000007,127.0,-676.0,-677.0000000000007,-2.27%
合計,,,,,15,,497250,,0,0,0,0,0,702,705.0,734,-3099.0,2141.0,-5234.0,-5240.0,-1.05%
