交易日期,委託種類,交易別,商品代碼,委託單號,數量,進場價格,進場成本,出場價格,融資金額,擔保品,保證金,利息,借券費,進場手續費,出場手續費,交易稅,獲利,總交易成本,淨損益,總損益(自結),報酬率
2022-03-11,Cash,DayTrade,1560,IG670,1,119.5,119670,116.0,0,0,0,0,0,170,165.0,174,-3500.0,509.0,-4009.0,-4009.0,-3.35%
2022-03-11,Cash,DayTrade,2606,IH711,1,64.4,64491,64.7,0,0,0,0,0,91,92.0,97,299.99999999999716,280.0,20.0,19.999999999997158,0.03%
2022-03-11,Cash,DayTrade,2637,IC373,1,100.0,100142,98.4,0,0,0,0,0,142,140.0,147,-1599.9999999999943,429.0,-2029.0,-2028.9999999999943,-2.03%
2022-03-11,Cash,DayTrade,2637,IH708,1,99.0,99141,98.2,0,0,0,0,0,141,140.0,147,-799.9999999999972,428.0,-1227.0,-1227.9999999999973,-1.24%
2022-03-11,Cash,DayTrade,2906,IB891,1,23.55,23583,23.7,0,0,0,0,0,33,34.0,35,149.99999999999858,102.0,49.0,47.99999999999858,0.21%
2022-03-11,Cash,DayTrade,3016,IH712,1,104.0,104148,105.5,0,0,0,0,0,148,150.0,158,1500.0,456.0,1044.0,1044.0,1.0%
2022-03-11,Cash,DayTrade,3628,IC033,1,58.8,58883,59.4,0,0,0,0,0,83,85.0,89,600.0000000000014,257.0,344.0,343.00000000000136,0.58%
2022-03-11,Cash,DayTrade,3707,IH707,1,117.0,117166,115.5,0,0,0,0,0,166,165.0,173,-1500.0,504.0,-2003.0,-2004.0,-1.71%
2022-03-11,Cash,DayTrade,4148,IC472,1,59.8,59885,60.3,0,0,0,0,0,85,86.0,90,500.0,261.0,240.0,239.0,0.4%
2022-03-11,Cash,DayTrade,6235,IG729,1,30.5,30543,30.1,0,0,0,0,0,43,43.0,45,-399.9999999999986,131.0,-530.0,-530.9999999999986,-1.74%
2022-03-11,Cash,DayTrade,8155,ID631,1,192.5,192774,194.0,0,0,0,0,0,274,276.0,291,1500.0,841.0,659.0,659.0,0.34%
2022-03-11,Cash,DayTrade,8440,IH035,1,54.8,54878,55.5,0,0,0,0,0,78,79.0,83,700.0000000000028,240.0,460.0,460.00000000000284,0.84%
合計,,,,,12,,1023850,,0,0,0,0,0,1454,1455.0,1529,-2549.0,4438.0,-6982.0,-6987.0,-0.68%
