交易日期,委託種類,交易別,商品代碼,委託單號,數量,進場價格,進場成本,出場價格,融資金額,擔保品,保證金,利息,借券費,進場手續費,出場手續費,交易稅,獲利,總交易成本,淨損益,總損益(自結),報酬率
2022-04-29,Cash,DayTrade,1218,IG502,1,31.5,31544,31.2,0,0,0,0,0,44,44.0,46,-300.0000000000007,134.0,-434.0,-434.0000000000007,-1.38%
2022-04-29,Cash,DayTrade,1219,IB618,1,27.75,27789,27.25,0,0,0,0,0,39,39.0,40,-500.0,118.0,-617.0,-618.0,-2.22%
2022-04-29,Cash,DayTrade,1219,IG500,1,26.45,26487,26.7,0,0,0,0,0,37,38.0,40,250.0,115.0,135.0,135.0,0.51%
2022-04-29,Cash,DayTrade,1453,IG499,1,23.75,23783,22.85,0,0,0,0,0,33,33.0,34,-899.9999999999986,100.0,-999.0,-999.9999999999986,-4.2%
2022-04-29,Cash,DayTrade,2303,IF024,1,48.3,48368,48.95,0,0,0,0,0,68,70.0,73,650.0000000000057,211.0,440.0,439.0000000000057,0.91%
2022-04-29,Cash,DayTrade,3265,IE432,1,42.8,42860,43.45,0,0,0,0,0,60,62.0,65,650.0000000000057,187.0,464.0,463.0000000000057,1.08%
2022-04-29,Cash,DayTrade,6461,ID082,1,25.0,25035,24.55,0,0,0,0,0,35,35.0,36,-449.9999999999993,106.0,-555.0,-555.9999999999993,-2.22%
2022-04-29,Cash,DayTrade,6461,IG501,1,24.35,24384,24.4,0,0,0,0,0,34,35.0,36,49.99999999999716,105.0,-54.0,-55.00000000000284,-0.22%
2022-04-29,Cash,DayTrade,6508,IB602,1,56.2,56280,55.5,0,0,0,0,0,80,79.0,83,-700.0000000000028,242.0,-942.0,-942.0000000000028,-1.67%
合計,,,,,9,,306100,,0,0,0,0,0,430,435.0,453,-1249.0,1318.0,-2562.0,-2567.0,-0.84%
