交易日期,委託種類,交易別,商品代碼,委託單號,數量,進場價格,進場成本,出場價格,融資金額,擔保品,保證金,利息,借券費,進場手續費,出場手續費,交易稅,獲利,總交易成本,淨損益,總損益(自結),報酬率
2022-04-25,Cash,DayTrade,1584,IN023,1,24.3,24334,23.35,0,0,0,0,0,34,33.0,35,-949.9999999999993,102.0,-1052.0,-1051.9999999999993,-4.32%
2022-04-25,Cash,DayTrade,1717,IF060,1,42.0,42059,42.4,0,0,0,0,0,59,60.0,63,399.9999999999986,182.0,218.0,217.99999999999858,0.52%
2022-04-25,Cash,DayTrade,2417,IF568,1,35.65,35700,34.05,0,0,0,0,0,50,49.0,51,-1600.0000000000014,150.0,-1749.0,-1750.0000000000014,-4.9%
2022-04-25,Cash,DayTrade,2417,IF572,1,35.75,35800,36.15,0,0,0,0,0,50,52.0,54,399.9999999999986,156.0,245.0,243.99999999999858,0.68%
2022-04-25,Cash,DayTrade,2607,ID263,1,38.8,38855,38.1,0,0,0,0,0,55,54.0,57,-699.9999999999957,166.0,-866.0,-865.9999999999957,-2.23%
2022-04-25,Cash,DayTrade,2608,ID268,1,50.1,50171,50.6,0,0,0,0,0,71,72.0,75,500.0,218.0,282.0,282.0,0.56%
2022-04-25,Cash,DayTrade,2613,ID255,1,40.3,40357,40.75,0,0,0,0,0,57,58.0,61,450.00000000000284,176.0,274.0,274.00000000000284,0.68%
2022-04-25,Cash,DayTrade,2614,IF943,1,31.4,31444,31.85,0,0,0,0,0,44,45.0,47,450.00000000000284,136.0,314.0,314.00000000000284,1.0%
2022-04-25,Cash,DayTrade,3669,IC084,1,65.7,65793,64.8,0,0,0,0,0,93,92.0,97,-900.0000000000057,282.0,-1182.0,-1182.0000000000057,-1.8%
2022-04-25,Cash,DayTrade,3669,IL923,1,61.7,61787,61.8,0,0,0,0,0,87,88.0,92,99.99999999999432,267.0,-167.0,-167.00000000000568,-0.27%
2022-04-25,Cash,DayTrade,4116,ID737,1,38.2,38254,38.6,0,0,0,0,0,54,55.0,57,399.9999999999986,166.0,234.0,233.99999999999858,0.61%
2022-04-25,Cash,DayTrade,4168,IK442,1,29.7,29742,30.15,0,0,0,0,0,42,43.0,45,449.9999999999993,130.0,321.0,319.9999999999993,1.08%
2022-04-25,Cash,DayTrade,4173,IC172,1,24.0,24034,24.25,0,0,0,0,0,34,35.0,36,250.0,105.0,146.0,145.0,0.61%
2022-04-25,Cash,DayTrade,4175,IL671,1,92.5,92631,94.0,0,0,0,0,0,131,134.0,141,1500.0,406.0,1095.0,1094.0,1.18%
2022-04-25,Cash,DayTrade,5009,ID645,1,30.45,30493,30.85,0,0,0,0,0,43,44.0,46,400.00000000000216,133.0,268.0,267.00000000000216,0.88%
2022-04-25,Cash,DayTrade,6469,II325,1,336.0,336478,339.0,0,0,0,0,0,478,483.0,508,3000.0,1469.0,1531.0,1531.0,0.46%
2022-04-25,Cash,DayTrade,8905,IG022,1,27.75,27789,28.15,0,0,0,0,0,39,40.0,42,399.9999999999986,121.0,279.0,278.9999999999986,1.0%
合計,,,,,17,,1004300,,0,0,0,0,0,1421,1437.0,1507,4549.0,4365.0,191.0,184.0,0.02%
