交易日期,委託種類,交易別,商品代碼,委託單號,數量,進場價格,進場成本,出場價格,融資金額,擔保品,保證金,利息,借券費,進場手續費,出場手續費,交易稅,獲利,總交易成本,淨損益,總損益(自結),報酬率
2022-04-12,Cash,DayTrade,1708,ID003,1,65.3,65393,66.2,0,0,0,0,0,93,94.0,99,900.0000000000057,286.0,614.0,614.0000000000057,0.94%
2022-04-12,Cash,DayTrade,1712,ID303,1,36.3,36351,36.8,0,0,0,0,0,51,52.0,55,500.0,158.0,342.0,342.0,0.94%
2022-04-12,Cash,DayTrade,1760,IB920,1,120.0,120171,121.0,0,0,0,0,0,171,172.0,181,1000.0,524.0,476.0,476.0,0.4%
2022-04-12,Cash,DayTrade,1762,ID002,1,60.0,60085,58.7,0,0,0,0,0,85,84.0,88,-1299.9999999999973,257.0,-1556.0,-1556.9999999999973,-2.59%
2022-04-12,Cash,DayTrade,1762,IJ460,1,57.6,57682,58.9,0,0,0,0,0,82,84.0,88,1299.9999999999973,254.0,1047.0,1045.9999999999973,1.82%
2022-04-12,Cash,DayTrade,3266,IC991,1,15.25,15271,15.5,0,0,0,0,0,21,22.0,23,250.0,66.0,184.0,184.0,1.2%
2022-04-12,Cash,DayTrade,3558,IC527,1,193.5,193775,194.5,0,0,0,0,0,275,277.0,291,1000.0,843.0,157.0,157.0,0.08%
2022-04-12,Cash,DayTrade,3558,IC646,1,195.5,195778,197.0,0,0,0,0,0,278,281.0,295,1500.0,854.0,647.0,646.0,0.33%
2022-04-12,Cash,DayTrade,4133,ID173,1,74.8,74906,75.7,0,0,0,0,0,106,108.0,113,900.0000000000057,327.0,574.0,573.0000000000057,0.77%
2022-04-12,Cash,DayTrade,4171,IB927,1,132.0,132188,133.0,0,0,0,0,0,188,190.0,199,1000.0,577.0,424.0,423.0,0.32%
2022-04-12,Cash,DayTrade,4736,ID174,1,260.5,260871,263.5,0,0,0,0,0,371,375.0,395,3000.0,1141.0,1859.0,1859.0,0.71%
2022-04-12,Cash,DayTrade,4960,IF804,1,12.25,12267,11.85,0,0,0,0,0,17,17.0,17,-400.00000000000034,51.0,-450.0,-451.00000000000034,-3.67%
2022-04-12,Cash,DayTrade,6508,ID184,1,52.0,52074,52.5,0,0,0,0,0,74,75.0,78,500.0,227.0,274.0,273.0,0.53%
合計,,,,,13,,1275000,,0,0,0,0,0,1812,1831.0,1922,10150.0,5565.0,4592.0,4585.0,0.36%
