交易日期,委託種類,交易別,商品代碼,委託單號,數量,進場價格,進場成本,出場價格,融資金額,擔保品,保證金,利息,借券費,進場手續費,出場手續費,交易稅,獲利,總交易成本,淨損益,總損益(自結),報酬率
2022-03-31,Cash,DayTrade,1732,ID098,1,45.75,45815,46.2,0,0,0,0,0,65,66.0,69,450.00000000000284,200.0,251.0,250.00000000000284,0.55%
2022-03-31,Cash,DayTrade,2351,ID312,1,163.5,163732,160.0,0,0,0,0,0,232,228.0,240,-3500.0,700.0,-4200.0,-4200.0,-2.57%
2022-03-31,Cash,DayTrade,3051,IC466,1,26.25,26287,26.55,0,0,0,0,0,37,38.0,39,300.0000000000007,114.0,187.0,186.00000000000068,0.71%
2022-03-31,Cash,DayTrade,3122,IC027,1,67.5,67596,68.0,0,0,0,0,0,96,97.0,102,500.0,295.0,206.0,205.0,0.3%
2022-03-31,Cash,DayTrade,3232,IE903,1,30.45,30493,30.9,0,0,0,0,0,43,44.0,46,449.9999999999993,133.0,317.0,316.9999999999993,1.04%
2022-03-31,Cash,DayTrade,3354,IC675,1,18.3,18326,17.9,0,0,0,0,0,26,26.0,26,-400.00000000000216,78.0,-477.0,-478.00000000000216,-2.6%
2022-03-31,Cash,DayTrade,3354,IH184,1,17.2,17224,17.7,0,0,0,0,0,24,25.0,26,500.0,75.0,425.0,425.0,2.47%
2022-03-31,Cash,DayTrade,3374,IC437,1,133.5,133690,131.0,0,0,0,0,0,190,187.0,196,-2500.0,573.0,-3072.0,-3073.0,-2.3%
2022-03-31,Cash,DayTrade,3374,IH303,1,130.5,130685,129.0,0,0,0,0,0,185,184.0,193,-1500.0,562.0,-2061.0,-2062.0,-1.58%
2022-03-31,Cash,DayTrade,3675,IC467,1,312.5,312945,307.5,0,0,0,0,0,445,438.0,461,-5000.0,1344.0,-6344.0,-6344.0,-2.03%
2022-03-31,Cash,DayTrade,3675,IH127,1,298.5,298925,308.5,0,0,0,0,0,425,440.0,462,10000.0,1327.0,8674.0,8673.0,2.9%
2022-03-31,Cash,DayTrade,6118,IC943,1,31.45,31494,31.0,0,0,0,0,0,44,44.0,46,-449.9999999999993,134.0,-584.0,-583.9999999999993,-1.85%
2022-03-31,Cash,DayTrade,6118,IH304,1,31.3,31344,31.05,0,0,0,0,0,44,44.0,46,-250.0,134.0,-384.0,-384.0,-1.23%
2022-03-31,Cash,DayTrade,6156,IH300,1,22.15,22181,21.9,0,0,0,0,0,31,31.0,32,-250.0,94.0,-344.0,-344.0,-1.55%
合計,,,,,14,,1328850,,0,0,0,0,0,1887,1892.0,1984,-1649.0,5763.0,-7406.0,-7412.0,-0.56%
