交易日期,委託種類,交易別,商品代碼,委託單號,數量,進場價格,進場成本,出場價格,融資金額,擔保品,保證金,利息,借券費,進場手續費,出場手續費,交易稅,獲利,總交易成本,淨損益,總損益(自結),報酬率
2022-04-07,Cash,Common,1529,IK832,1,26.35,26387,25.15,0,0,0,0,0,37,36.0,75,-1200.0000000000027,148.0,-1347.0,-1348.0000000000027,-5.1%
2022-04-07,MarginTrading,Common,1533,IK790,1,61.2,25287,63.0,36000,0,0,6,0,87,90.0,189,1799.9999999999973,372.0,1429.0,1427.9999999999973,5.65%
2022-04-07,MarginTrading,Common,1732,IK795,1,50.9,20972,51.8,30000,0,0,5,0,72,74.0,155,899.9999999999986,306.0,595.0,593.9999999999986,2.84%
2022-04-07,MarginTrading,Common,1760,IL179,1,111.5,45658,109.5,66000,0,0,11,0,158,156.0,328,-2000.0,653.0,-2653.0,-2653.0,-5.81%
2022-04-07,Cash,Common,3149,IK792,1,27.2,27238,26.4,0,0,0,0,0,38,38.0,79,-800.0000000000007,155.0,-954.0,-955.0000000000007,-3.5%
2022-04-07,MarginTrading,Common,4106,IK793,1,29.0,12041,28.8,17000,0,0,3,0,41,41.0,86,-199.9999999999993,171.0,-371.0,-370.9999999999993,-3.08%
2022-04-07,MarginTrading,Common,4142,IK794,1,41.9,16959,41.15,25000,0,0,4,0,59,59.0,123,-750.0,245.0,-994.0,-995.0,-5.86%
2022-04-07,MarginTrading,Common,4744,IK797,1,33.4,13447,32.45,20000,0,0,3,0,47,46.0,97,-949.9999999999957,193.0,-1143.0,-1142.9999999999957,-8.5%
2022-04-07,MarginTrading,Common,6118,IK798,1,32.7,13746,33.3,19000,0,0,3,0,46,47.0,99,599.9999999999943,195.0,405.0,404.9999999999943,2.95%
2022-04-01,MarginTrading,Common,9802,II934,1,126.0,51179,127.5,75000,0,0,65,0,179,182.0,382,1500.0,808.0,693.0,692.0,1.35%
合計,,,,,10,,540150,,288000,0,0,100,0,764,769.0,1613,-1100.0,3246.0,-4340.0,-4346.0,-0.8%
